timestamp,city,aqi,wind_speed,humidity
2025-04-22 21:01:47.721225+0700,Đà Nẵng,71,3.7 km/h,83%
2025-04-22 22:01:45.985585+0700,Đà Nẵng,64,3.7 km/h,83%
2025-04-22 23:02:03.309524+0700,Đà Nẵng,61,1.8 km/h,83%
2025-04-23 00:01:36.624704+0700,Đà Nẵng,66,7.4 km/h,78%
2025-04-23 01:01:49.582561+0700,Đà Nẵng,61,9.2 km/h,83%
2025-04-23 02:01:48.608212+0700,Đà Nẵng,70,3.7 km/h,83%
2025-04-23 03:01:48.748296+0700,Đà Nẵng,68,7.4 km/h,83%
2025-04-23 04:01:41.245556+0700,Đà Nẵng,67,7.4 km/h,83%
2025-04-23 05:02:00.007490+0700,Đà Nẵng,64,14.8 km/h,83%
2025-04-23 06:01:48.908973+0700,Đà Nẵng,92,5.5 km/h,78%
2025-04-23 07:04:41.647318+0700,Đà Nẵng,84,1.8 km/h,83%
2025-04-23 08:29:11.748196+0700,Đà Nẵng,73,1.8 km/h,74%
2025-04-23 09:29:07.516717+0700,Đà Nẵng,69,7.4 km/h,66%
2025-04-23 10:16:07.045593+0700,Đà Nẵng,71,5.5 km/h,58%
2025-04-23 11:01:50.477963+0700,Đà Nẵng,71,5.5 km/h,58%
2025-04-23 12:01:38.203615+0700,Đà Nẵng,72,9.2 km/h,62%
2025-04-23 13:02:22.306205+0700,Đà Nẵng,71,11.1 km/h,62%
2025-04-23 14:01:46.880749+0700,Đà Nẵng,70,13.0 km/h,62%
2025-04-23 15:01:59.879876+0700,Đà Nẵng,66,11.1 km/h,62%
2025-04-23 16:02:04.294539+0700,Đà Nẵng,63,13.0 km/h,66%
2025-04-23 17:01:56.971050+0700,Đà Nẵng,61,13.0 km/h,70%
2025-04-23 18:01:46.765328+0700,Đà Nẵng,60,11.1 km/h,78%
2025-04-23 19:02:09.648677+0700,Đà Nẵng,54,11.1 km/h,83%
2025-04-23 20:09:28.972539+0700,Đà Nẵng,66,3.7 km/h,83%
2025-04-23 21:01:56.969868+0700,Đà Nẵng,50,3.7 km/h,83%
2025-04-23 22:01:55.688924+0700,Đà Nẵng,50,3.7 km/h,83%
2025-04-23 23:02:11.426854+0700,Đà Nẵng,53,3.7 km/h,83%
2025-04-24 00:02:01.376610+0700,Đà Nẵng,58,1.8 km/h,83%
2025-04-24 01:02:17.485435+0700,Đà Nẵng,64,3.7 km/h,83%
2025-04-24 02:01:33.792175+0700,Đà Nẵng,64,3.7 km/h,83%
2025-04-24 03:01:44.356895+0700,Đà Nẵng,58,5.5 km/h,89%
2025-04-24 04:01:47.263243+0700,Đà Nẵng,68,7.4 km/h,89%
2025-04-24 05:01:47.981245+0700,Đà Nẵng,92,1.8 km/h,89%
2025-04-24 06:01:53.151939+0700,Đà Nẵng,88,1.8 km/h,89%
2025-04-24 07:04:37.400650+0700,Đà Nẵng,88,5.5 km/h,83%
2025-04-24 08:29:26.275268+0700,Đà Nẵng,86,3.7 km/h,74%
2025-04-24 09:29:40.794143+0700,Đà Nẵng,75,7.4 km/h,70%
2025-04-24 10:16:53.719207+0700,Đà Nẵng,72,7.4 km/h,66%
2025-04-24 11:01:52.527617+0700,Đà Nẵng,72,7.4 km/h,66%
2025-04-24 12:01:48.359368+0700,Đà Nẵng,75,9.2 km/h,59%
2025-04-24 13:01:58.520131+0700,Đà Nẵng,76,11.1 km/h,62%
2025-04-24 14:02:08.886428+0700,Đà Nẵng,73,9.2 km/h,58%
2025-04-24 15:02:00.604123+0700,Đà Nẵng,70,13.0 km/h,62%
2025-04-24 16:01:54.368006+0700,Đà Nẵng,68,18.5 km/h,66%
2025-04-24 17:01:59.884331+0700,Đà Nẵng,68,11.1 km/h,66%
2025-04-24 18:01:44.691801+0700,Đà Nẵng,65,7.4 km/h,78%
2025-04-24 19:02:07.846126+0700,Đà Nẵng,59,5.5 km/h,83%
2025-04-24 20:09:37.972397+0700,Đà Nẵng,87,5.5 km/h,78%
2025-04-24 21:01:56.979704+0700,Đà Nẵng,58,5.5 km/h,78%
2025-04-24 22:01:56.274005+0700,Đà Nẵng,58,3.7 km/h,83%
2025-04-24 23:02:04.242212+0700,Đà Nẵng,58,0.0 km/h,78%
2025-04-25 00:01:45.903056+0700,Đà Nẵng,61,0.0 km/h,78%
2025-04-25 01:01:51.130180+0700,Đà Nẵng,65,3.7 km/h,83%
2025-04-25 02:01:43.708716+0700,Đà Nẵng,69,5.5 km/h,83%
2025-04-25 03:01:58.008279+0700,Đà Nẵng,71,7.4 km/h,83%
2025-04-25 04:01:48.236041+0700,Đà Nẵng,71,11.1 km/h,83%
2025-04-25 06:01:41.523250+0700,Đà Nẵng,88,7.4 km/h,83%
2025-04-25 07:04:37.549568+0700,Đà Nẵng,96,7.4 km/h,83%
2025-04-25 08:29:19.306836+0700,Đà Nẵng,102,11.1 km/h,74%
2025-04-25 09:29:47.385219+0700,Đà Nẵng,139,7.4 km/h,66%
2025-04-25 10:16:28.882603+0700,Đà Nẵng,139,1.8 km/h,55%
2025-04-25 11:02:00.353371+0700,Đà Nẵng,139,1.8 km/h,55%
2025-04-25 12:01:38.114130+0700,Đà Nẵng,79,1.8 km/h,55%
2025-04-25 13:01:56.256668+0700,Đà Nẵng,74,9.2 km/h,59%
2025-04-25 14:01:50.807831+0700,Đà Nẵng,70,13.0 km/h,66%
2025-04-25 15:02:02.634493+0700,Đà Nẵng,70,13.0 km/h,70%
2025-04-25 16:01:59.032379+0700,Đà Nẵng,70,9.2 km/h,83%
2025-04-25 17:01:41.572687+0700,Đà Nẵng,81,16.7 km/h,74%
2025-04-25 18:01:41.439009+0700,Đà Nẵng,71,13.0 km/h,88%
2025-04-25 19:02:01.272331+0700,Đà Nẵng,63,9.2 km/h,88%
2025-04-25 20:08:36.782298+0700,Đà Nẵng,57,5.5 km/h,94%
2025-04-25 21:01:40.793617+0700,Đà Nẵng,61,5.5 km/h,94%
2025-04-25 22:01:48.763620+0700,Đà Nẵng,68,7.4 km/h,94%
2025-04-25 23:01:52.311225+0700,Đà Nẵng,68,7.4 km/h,88%
2025-04-26 00:01:38.878361+0700,Đà Nẵng,61,3.7 km/h,88%
2025-04-26 01:01:55.655380+0700,Đà Nẵng,58,3.7 km/h,94%
2025-04-26 02:01:37.410586+0700,Đà Nẵng,63,5.5 km/h,94%
2025-04-26 03:01:43.346760+0700,Đà Nẵng,58,0.0 km/h,94%
2025-04-26 04:01:48.397716+0700,Đà Nẵng,59,1.8 km/h,88%
2025-04-26 05:01:47.159667+0700,Đà Nẵng,68,0.0 km/h,94%
2025-04-26 06:01:43.716005+0700,Đà Nẵng,74,3.7 km/h,94%
2025-04-26 07:04:43.034557+0700,Đà Nẵng,59,3.7 km/h,94%
2025-04-26 08:29:06.010501+0700,Đà Nẵng,75,1.8 km/h,89%
2025-04-26 09:27:48.528897+0700,Đà Nẵng,84,0.0 km/h,78%
2025-04-26 10:13:44.167192+0700,Đà Nẵng,95,3.7 km/h,70%
2025-04-26 11:01:43.745244+0700,Đà Nẵng,84,3.7 km/h,70%
2025-04-26 12:01:42.367644+0700,Đà Nẵng,88,5.5 km/h,66%
2025-04-26 13:01:54.842416+0700,Đà Nẵng,83,13.0 km/h,62%
2025-04-26 14:01:36.019081+0700,Đà Nẵng,79,13.0 km/h,66%
2025-04-26 15:01:49.253546+0700,Đà Nẵng,77,13.0 km/h,62%
2025-04-26 16:01:38.614379+0700,Đà Nẵng,77,14.8 km/h,66%
2025-04-26 17:01:32.213614+0700,Đà Nẵng,71,11.1 km/h,70%
2025-04-26 18:01:40.424294+0700,Đà Nẵng,75,11.1 km/h,74%
2025-04-26 19:01:56.554962+0700,Đà Nẵng,75,9.2 km/h,78%
2025-04-26 20:06:05.814253+0700,Đà Nẵng,75,1.8 km/h,83%
2025-04-26 21:01:32.608772+0700,Đà Nẵng,75,1.8 km/h,83%
2025-04-26 22:01:42.485738+0700,Đà Nẵng,69,3.7 km/h,83%
2025-04-26 23:01:47.355607+0700,Đà Nẵng,68,5.5 km/h,83%
2025-04-27 00:01:41.066321+0700,Đà Nẵng,58,5.5 km/h,83%
2025-04-27 01:01:40.555139+0700,Đà Nẵng,54,7.4 km/h,89%
2025-04-27 02:01:44.021762+0700,Đà Nẵng,56,1.8 km/h,89%
2025-04-27 03:01:47.854116+0700,Đà Nẵng,56,1.8 km/h,89%
2025-04-27 04:01:42.368082+0700,Đà Nẵng,58,3.7 km/h,94%
2025-04-27 05:01:31.143829+0700,Đà Nẵng,60,7.4 km/h,94%
2025-04-27 06:01:45.337059+0700,Đà Nẵng,69,5.5 km/h,94%
2025-04-27 07:05:15.281201+0700,Đà Nẵng,79,3.7 km/h,94%
2025-04-27 08:29:27.720108+0700,Đà Nẵng,97,3.7 km/h,94%
2025-04-27 09:30:41.746129+0700,Đà Nẵng,102,5.5 km/h,79%
2025-04-27 10:17:06.570471+0700,Đà Nẵng,94,5.5 km/h,74%
2025-04-27 11:01:43.069916+0700,Đà Nẵng,94,5.5 km/h,74%
2025-04-27 12:01:51.792903+0700,Đà Nẵng,88,9.2 km/h,70%
2025-04-27 13:01:46.566514+0700,Đà Nẵng,76,11.1 km/h,70%
2025-04-27 14:01:39.212748+0700,Đà Nẵng,67,14.8 km/h,62%
2025-04-27 15:01:46.341508+0700,Đà Nẵng,62,16.7 km/h,66%
2025-04-27 16:01:39.632906+0700,Đà Nẵng,53,14.8 km/h,66%
2025-04-27 17:01:36.512065+0700,Đà Nẵng,53,16.7 km/h,62%
2025-04-27 18:01:49.011477+0700,Đà Nẵng,32,14.8 km/h,65%
2025-04-27 19:01:58.517896+0700,Đà Nẵng,30,9.2 km/h,78%
2025-04-27 20:06:06.544767+0700,Đà Nẵng,59,7.4 km/h,78%
2025-04-27 21:01:25.495132+0700,Đà Nẵng,53,7.4 km/h,78%
2025-04-27 22:01:44.027695+0700,Đà Nẵng,35,1.8 km/h,83%
2025-04-27 23:01:50.123335+0700,Đà Nẵng,32,1.8 km/h,83%
2025-04-28 00:01:36.616425+0700,Đà Nẵng,39,1.8 km/h,83%
2025-04-28 01:01:48.058705+0700,Đà Nẵng,33,3.7 km/h,78%
2025-04-28 02:01:44.272289+0700,Đà Nẵng,39,5.5 km/h,83%
2025-04-28 03:01:52.569485+0700,Đà Nẵng,53,1.8 km/h,89%
2025-04-28 04:01:33.775482+0700,Đà Nẵng,53,1.8 km/h,89%
2025-04-28 05:01:38.416880+0700,Đà Nẵng,62,3.7 km/h,88%
2025-04-28 06:01:52.957545+0700,Đà Nẵng,69,3.7 km/h,94%
2025-04-28 07:05:11.474722+0700,Đà Nẵng,69,5.5 km/h,89%
2025-04-28 08:29:26.192450+0700,Đà Nẵng,86,5.5 km/h,83%
2025-04-28 09:30:47.182732+0700,Đà Nẵng,64,5.5 km/h,74%
2025-04-28 10:18:25.920025+0700,Đà Nẵng,66,9.2 km/h,70%
2025-04-28 11:02:09.062110+0700,Đà Nẵng,66,11.1 km/h,66%
2025-04-28 12:03:00.794725+0700,Đà Nẵng,67,13.0 km/h,62%
2025-04-28 13:04:11.111086+0700,Đà Nẵng,63,14.8 km/h,58%
2025-04-28 14:07:35.089974+0700,Đà Nẵng,73,16.7 km/h,58%
2025-04-28 15:09:22.601507+0700,Đà Nẵng,73,18.5 km/h,62%
2025-04-28 16:32:26.134251+0700,Đà Nẵng,57,18.5 km/h,66%
2025-04-28 16:34:35.143287+0700,Đà Nẵng,57,18.5 km/h,66%
2025-04-28 17:35:20.859309+0700,Đà Nẵng,57,13.0 km/h,74%
2025-04-28 18:18:42.977624+0700,Đà Nẵng,58,9.2 km/h,78%
2025-04-28 19:02:06.048999+0700,Đà Nẵng,58,5.5 km/h,83%
2025-04-28 20:15:59.479302+0700,Đà Nẵng,57,7.4 km/h,89%
2025-04-28 21:02:00.983017+0700,Đà Nẵng,57,3.7 km/h,89%
2025-04-28 22:01:55.717034+0700,Đà Nẵng,58,3.7 km/h,89%
2025-04-28 23:01:53.315389+0700,Đà Nẵng,58,7.4 km/h,89%
2025-04-29 01:01:57.236384+0700,Đà Nẵng,62,1.8 km/h,83%
2025-04-29 02:01:34.915419+0700,Đà Nẵng,66,1.8 km/h,83%
2025-04-29 03:01:55.670500+0700,Đà Nẵng,64,3.7 km/h,89%
2025-04-29 04:01:38.664606+0700,Đà Nẵng,68,3.7 km/h,89%
2025-04-29 05:02:00.441560+0700,Đà Nẵng,68,1.8 km/h,83%
2025-04-29 06:01:45.259325+0700,Đà Nẵng,77,1.8 km/h,88%
2025-04-29 07:05:01.467403+0700,Đà Nẵng,77,0.0 km/h,89%
2025-04-29 08:29:12.967808+0700,Đà Nẵng,77,1.8 km/h,78%
2025-04-29 09:29:42.510846+0700,Đà Nẵng,84,1.8 km/h,70%
2025-04-29 10:16:38.463703+0700,Đà Nẵng,84,3.7 km/h,62%
2025-04-29 11:01:45.388837+0700,Đà Nẵng,84,3.7 km/h,62%
2025-04-29 12:01:43.714751+0700,Đà Nẵng,61,11.1 km/h,51%
2025-04-29 13:02:03.711719+0700,Đà Nẵng,62,11.1 km/h,51%
2025-04-29 14:01:48.522896+0700,Đà Nẵng,62,13.0 km/h,58%
2025-04-29 15:02:04.907172+0700,Đà Nẵng,58,13.0 km/h,66%
2025-04-29 16:02:01.930375+0700,Đà Nẵng,53,13.0 km/h,66%
2025-04-29 17:02:04.787465+0700,Đà Nẵng,53,11.1 km/h,74%
2025-04-29 18:01:46.444194+0700,Đà Nẵng,50,11.1 km/h,74%
2025-04-29 19:02:15.289155+0700,Đà Nẵng,50,5.5 km/h,83%
2025-04-29 20:11:42.595678+0700,Đà Nẵng,74,3.7 km/h,83%
2025-04-29 21:01:56.931171+0700,Đà Nẵng,49,3.7 km/h,89%
2025-04-29 22:01:53.488900+0700,Đà Nẵng,51,3.7 km/h,89%
2025-04-29 23:02:07.694275+0700,Đà Nẵng,51,3.7 km/h,89%
2025-04-30 00:01:51.444587+0700,Đà Nẵng,50,3.7 km/h,89%
2025-04-30 01:01:59.750278+0700,Đà Nẵng,66,3.7 km/h,94%
2025-04-30 02:01:43.106411+0700,Đà Nẵng,75,3.7 km/h,94%
2025-04-30 03:01:51.979325+0700,Đà Nẵng,75,5.5 km/h,88%
2025-04-30 04:01:54.167643+0700,Đà Nẵng,81,5.5 km/h,88%
2025-04-30 05:01:40.943623+0700,Đà Nẵng,88,5.5 km/h,88%
2025-04-30 06:01:44.067227+0700,Đà Nẵng,75,0.0 km/h,88%
2025-04-30 07:04:49.498053+0700,Đà Nẵng,86,7.4 km/h,88%
2025-04-30 08:29:11.886685+0700,Đà Nẵng,79,1.8 km/h,74%
2025-04-30 09:29:34.738266+0700,Đà Nẵng,66,3.7 km/h,65%
2025-04-30 10:16:37.342654+0700,Đà Nẵng,66,3.7 km/h,58%
2025-04-30 11:01:57.718808+0700,Đà Nẵng,66,1.8 km/h,55%
2025-04-30 12:01:49.002879+0700,Đà Nẵng,58,7.4 km/h,55%
2025-04-30 13:01:53.954608+0700,Đà Nẵng,58,13.0 km/h,55%
2025-04-30 14:01:42.780310+0700,Đà Nẵng,60,13.0 km/h,55%
2025-04-30 15:01:56.980871+0700,Đà Nẵng,50,16.7 km/h,58%
2025-04-30 16:01:50.391084+0700,Đà Nẵng,44,16.7 km/h,58%
2025-04-30 17:02:08.447520+0700,Đà Nẵng,39,14.8 km/h,62%
2025-04-30 18:01:37.402811+0700,Đà Nẵng,37,13.0 km/h,74%
2025-04-30 19:02:23.019063+0700,Đà Nẵng,39,5.5 km/h,78%
2025-04-30 20:08:57.597474+0700,Đà Nẵng,40,3.7 km/h,78%
2025-04-30 21:01:50.065144+0700,Đà Nẵng,40,3.7 km/h,78%
2025-04-30 22:02:05.930256+0700,Đà Nẵng,39,1.8 km/h,83%
2025-04-30 23:02:03.735543+0700,Đà Nẵng,40,1.8 km/h,83%
2025-05-01 00:01:59.760464+0700,Đà Nẵng,44,1.8 km/h,83%
2025-05-01 01:02:06.748963+0700,Đà Nẵng,44,1.8 km/h,83%
2025-05-01 02:01:50.169376+0700,Đà Nẵng,44,1.8 km/h,83%
2025-05-01 03:01:58.992415+0700,Đà Nẵng,62,1.8 km/h,89%
2025-05-01 04:01:59.903847+0700,Đà Nẵng,62,1.8 km/h,89%
2025-05-01 05:01:48.888141+0700,Đà Nẵng,62,0.0 km/h,83%
2025-05-01 06:01:53.820730+0700,Đà Nẵng,62,5.5 km/h,88%
2025-05-01 07:05:26.885613+0700,Đà Nẵng,64,0.0 km/h,83%
2025-05-01 08:29:37.279676+0700,Đà Nẵng,88,1.8 km/h,74%
2025-05-01 09:32:30.784068+0700,Đà Nẵng,81,3.7 km/h,70%
2025-05-01 10:21:53.079356+0700,Đà Nẵng,68,5.5 km/h,62%
2025-05-01 11:04:46.422703+0700,Đà Nẵng,68,7.4 km/h,58%
2025-05-01 12:01:48.160275+0700,Đà Nẵng,69,7.4 km/h,58%
2025-05-01 13:01:56.715288+0700,Đà Nẵng,62,14.8 km/h,62%
2025-05-01 14:01:46.008170+0700,Đà Nẵng,58,14.8 km/h,62%
2025-05-01 15:01:56.348342+0700,Đà Nẵng,56,16.7 km/h,62%
2025-05-01 16:01:54.581385+0700,Đà Nẵng,58,16.7 km/h,66%
2025-05-01 17:01:46.936012+0700,Đà Nẵng,58,16.7 km/h,66%
2025-05-01 18:01:41.460720+0700,Đà Nẵng,56,14.8 km/h,66%
2025-05-01 19:02:03.367096+0700,Đà Nẵng,57,9.2 km/h,70%
2025-05-01 20:08:09.039775+0700,Đà Nẵng,58,5.5 km/h,78%
2025-05-01 21:02:04.395840+0700,Đà Nẵng,60,3.7 km/h,83%
2025-05-01 22:01:46.905628+0700,Đà Nẵng,62,3.7 km/h,83%
2025-05-01 23:02:06.319225+0700,Đà Nẵng,77,3.7 km/h,83%
2025-05-02 00:01:47.372029+0700,Đà Nẵng,64,5.5 km/h,83%
2025-05-02 01:01:56.805398+0700,Đà Nẵng,64,1.8 km/h,83%
2025-05-02 02:01:38.702919+0700,Đà Nẵng,69,1.8 km/h,83%
2025-05-02 03:01:48.312160+0700,Đà Nẵng,69,3.7 km/h,89%
2025-05-02 04:01:42.651321+0700,Đà Nẵng,69,3.7 km/h,88%
2025-05-02 06:01:35.673195+0700,Đà Nẵng,75,3.7 km/h,88%
2025-05-02 07:04:45.400596+0700,Đà Nẵng,84,3.7 km/h,83%
2025-05-02 08:29:07.987501+0700,Đà Nẵng,73,1.8 km/h,74%
2025-05-02 09:29:50.083581+0700,Đà Nẵng,76,1.8 km/h,66%
2025-05-02 10:17:47.810827+0700,Đà Nẵng,77,3.7 km/h,62%
2025-05-02 11:01:47.457652+0700,Đà Nẵng,77,3.7 km/h,62%
2025-05-02 12:02:00.548837+0700,Đà Nẵng,84,13.0 km/h,58%
2025-05-02 13:02:10.980164+0700,Đà Nẵng,71,13.0 km/h,58%
2025-05-02 14:01:46.429892+0700,Đà Nẵng,69,14.8 km/h,55%
2025-05-02 15:02:00.293834+0700,Đà Nẵng,69,13.0 km/h,55%
2025-05-02 16:01:50.685682+0700,Đà Nẵng,69,13.0 km/h,55%
2025-05-02 17:01:52.844783+0700,Đà Nẵng,69,13.0 km/h,66%
2025-05-02 18:01:47.102887+0700,Đà Nẵng,76,13.0 km/h,66%
2025-05-02 19:02:16.285986+0700,Đà Nẵng,72,7.4 km/h,74%
2025-05-02 20:08:33.861884+0700,Đà Nẵng,73,3.7 km/h,83%
2025-05-02 21:01:42.408212+0700,Đà Nẵng,73,3.7 km/h,83%
2025-05-02 22:01:47.583720+0700,Đà Nẵng,68,3.7 km/h,83%
2025-05-02 23:02:02.765045+0700,Đà Nẵng,58,3.7 km/h,83%
2025-05-03 00:01:54.824632+0700,Đà Nẵng,58,5.5 km/h,89%
2025-05-03 01:02:02.253027+0700,Đà Nẵng,77,1.8 km/h,83%
2025-05-03 02:01:50.105925+0700,Đà Nẵng,78,1.8 km/h,83%
2025-05-03 03:01:41.319652+0700,Đà Nẵng,90,3.7 km/h,89%
2025-05-03 04:01:53.035282+0700,Đà Nẵng,80,3.7 km/h,88%
2025-05-03 05:02:08.654497+0700,Đà Nẵng,86,5.5 km/h,88%
2025-05-03 06:01:36.684813+0700,Đà Nẵng,94,5.5 km/h,88%
2025-05-03 07:04:27.366223+0700,Đà Nẵng,79,5.5 km/h,83%
2025-05-03 08:29:11.223286+0700,Đà Nẵng,90,9.2 km/h,78%
2025-05-03 09:28:45.795980+0700,Đà Nẵng,82,7.4 km/h,70%
2025-05-03 10:16:30.763692+0700,Đà Nẵng,79,7.4 km/h,66%
2025-05-03 11:01:59.685287+0700,Đà Nẵng,79,7.4 km/h,70%
2025-05-03 12:01:59.444083+0700,Đà Nẵng,85,13.0 km/h,66%
2025-05-03 13:01:54.251565+0700,Đà Nẵng,85,13.0 km/h,58%
2025-05-03 14:01:47.169578+0700,Đà Nẵng,73,13.0 km/h,58%
2025-05-03 15:01:43.891167+0700,Đà Nẵng,68,13.0 km/h,66%
2025-05-03 16:01:38.768508+0700,Đà Nẵng,65,13.0 km/h,66%
2025-05-03 17:01:39.853069+0700,Đà Nẵng,63,13.0 km/h,66%
2025-05-03 18:01:36.715512+0700,Đà Nẵng,63,14.8 km/h,70%
2025-05-03 19:02:03.257947+0700,Đà Nẵng,59,7.4 km/h,79%
2025-05-03 20:06:44.892124+0700,Đà Nẵng,56,7.4 km/h,83%
2025-05-03 21:01:44.896719+0700,Đà Nẵng,78,7.4 km/h,83%
2025-05-03 22:01:40.681551+0700,Đà Nẵng,66,5.5 km/h,89%
2025-05-03 23:01:43.036677+0700,Đà Nẵng,63,5.5 km/h,89%
2025-05-04 00:01:37.045372+0700,Đà Nẵng,62,3.7 km/h,89%
2025-05-04 01:01:53.963729+0700,Đà Nẵng,60,1.8 km/h,83%
2025-05-04 02:01:45.417752+0700,Đà Nẵng,63,1.8 km/h,83%
2025-05-04 03:01:40.330055+0700,Đà Nẵng,68,3.7 km/h,83%
2025-05-04 04:01:37.289400+0700,Đà Nẵng,73,5.5 km/h,89%
2025-05-04 05:01:38.678455+0700,Đà Nẵng,88,5.5 km/h,89%
2025-05-04 06:01:44.685097+0700,Đà Nẵng,99,5.5 km/h,89%
2025-05-04 07:05:31.612588+0700,Đà Nẵng,113,3.7 km/h,89%
2025-05-04 08:29:34.887761+0700,Đà Nẵng,117,1.8 km/h,79%
2025-05-04 09:32:50.351199+0700,Đà Nẵng,120,1.8 km/h,66%
2025-05-04 10:21:40.191149+0700,Đà Nẵng,115,3.7 km/h,66%
2025-05-04 11:03:36.842254+0700,Đà Nẵng,115,11.1 km/h,70%
2025-05-04 12:01:59.522229+0700,Đà Nẵng,106,11.1 km/h,70%
2025-05-04 13:01:56.771739+0700,Đà Nẵng,99,13.0 km/h,62%
2025-05-04 14:01:35.499268+0700,Đà Nẵng,102,13.0 km/h,62%
2025-05-04 15:01:44.926047+0700,Đà Nẵng,121,13.0 km/h,66%
2025-05-04 16:01:51.823654+0700,Đà Nẵng,76,14.8 km/h,66%
2025-05-04 17:01:44.850326+0700,Đà Nẵng,60,11.1 km/h,70%
2025-05-04 19:02:06.845599+0700,Đà Nẵng,55,5.5 km/h,84%
2025-05-04 20:08:03.787774+0700,Đà Nẵng,63,7.4 km/h,79%
2025-05-04 21:01:51.704413+0700,Đà Nẵng,45,7.4 km/h,79%
2025-05-04 22:01:50.087949+0700,Đà Nẵng,53,3.7 km/h,84%
2025-05-04 23:01:47.399835+0700,Đà Nẵng,60,3.7 km/h,84%
2025-05-05 00:01:31.530005+0700,Đà Nẵng,60,3.7 km/h,84%
2025-05-05 01:01:50.329964+0700,Đà Nẵng,60,9.2 km/h,83%
2025-05-05 02:01:47.103843+0700,Đà Nẵng,62,9.2 km/h,83%
2025-05-05 03:01:48.008787+0700,Đà Nẵng,62,7.4 km/h,78%
2025-05-05 04:01:57.840111+0700,Đà Nẵng,96,7.4 km/h,83%
2025-05-05 05:01:44.656973+0700,Đà Nẵng,89,5.5 km/h,78%
2025-05-05 06:01:42.836876+0700,Đà Nẵng,82,7.4 km/h,83%
2025-05-05 07:05:25.176841+0700,Đà Nẵng,68,3.7 km/h,78%
2025-05-05 08:29:27.214199+0700,Đà Nẵng,71,11.1 km/h,70%
2025-05-05 09:31:18.998288+0700,Đà Nẵng,64,9.2 km/h,66%
2025-05-05 10:20:09.977820+0700,Đà Nẵng,73,9.2 km/h,55%
2025-05-05 11:02:55.171434+0700,Đà Nẵng,73,13.0 km/h,58%
2025-05-05 12:01:53.348516+0700,Đà Nẵng,73,16.7 km/h,62%
2025-05-05 13:02:08.340717+0700,Đà Nẵng,69,18.5 km/h,58%
2025-05-05 14:01:51.734952+0700,Đà Nẵng,65,18.5 km/h,58%
2025-05-05 15:01:59.775610+0700,Đà Nẵng,59,18.5 km/h,62%
2025-05-05 16:02:00.919844+0700,Đà Nẵng,55,14.8 km/h,66%
2025-05-05 17:01:56.501386+0700,Đà Nẵng,55,14.8 km/h,66%
2025-05-05 18:01:45.856126+0700,Đà Nẵng,53,18.5 km/h,74%
2025-05-05 19:02:04.818337+0700,Đà Nẵng,48,9.2 km/h,84%
2025-05-05 20:09:30.079473+0700,Đà Nẵng,57,3.7 km/h,84%
2025-05-05 21:01:54.814625+0700,Đà Nẵng,42,3.7 km/h,84%
2025-05-05 22:01:52.752110+0700,Đà Nẵng,56,5.5 km/h,78%
2025-05-05 23:01:59.253758+0700,Đà Nẵng,56,7.4 km/h,78%
2025-05-06 00:01:51.679035+0700,Đà Nẵng,59,7.4 km/h,78%
2025-05-06 01:01:54.597531+0700,Đà Nẵng,58,7.4 km/h,78%
2025-05-06 02:01:40.278513+0700,Đà Nẵng,52,9.2 km/h,83%
2025-05-06 03:02:03.608122+0700,Đà Nẵng,52,9.2 km/h,83%
2025-05-06 04:01:44.995149+0700,Đà Nẵng,46,9.2 km/h,83%
2025-05-06 05:01:38.890480+0700,Đà Nẵng,44,13.0 km/h,83%
2025-05-06 06:01:46.191076+0700,Đà Nẵng,52,7.4 km/h,83%
2025-05-06 07:04:52.785110+0700,Đà Nẵng,44,5.5 km/h,83%
2025-05-06 08:29:13.264536+0700,Đà Nẵng,50,5.5 km/h,74%
2025-05-06 09:30:09.918219+0700,Đà Nẵng,64,5.5 km/h,62%
2025-05-06 10:17:55.402327+0700,Đà Nẵng,64,9.2 km/h,62%
2025-05-06 11:01:53.503450+0700,Đà Nẵng,64,13.0 km/h,58%
2025-05-06 12:01:40.842593+0700,Đà Nẵng,60,13.0 km/h,58%
2025-05-06 13:02:00.163200+0700,Đà Nẵng,57,11.1 km/h,55%
2025-05-06 14:01:50.961540+0700,Đà Nẵng,55,11.1 km/h,55%
2025-05-06 15:01:59.025581+0700,Đà Nẵng,55,11.1 km/h,62%
2025-05-06 16:01:55.751932+0700,Đà Nẵng,52,14.8 km/h,70%
2025-05-06 17:02:04.367011+0700,Đà Nẵng,48,13.0 km/h,70%
2025-05-06 18:01:48.987382+0700,Đà Nẵng,49,13.0 km/h,84%
2025-05-06 19:02:16.164507+0700,Đà Nẵng,77,5.5 km/h,89%
2025-05-06 20:10:55.715647+0700,Đà Nẵng,85,3.7 km/h,84%
2025-05-06 21:01:54.125846+0700,Đà Nẵng,85,3.7 km/h,84%
2025-05-06 22:02:13.490512+0700,Đà Nẵng,83,5.5 km/h,84%
2025-05-06 23:01:59.557432+0700,Đà Nẵng,83,3.7 km/h,84%
2025-05-07 00:01:55.333700+0700,Đà Nẵng,89,5.5 km/h,83%
2025-05-07 01:02:00.480945+0700,Đà Nẵng,78,1.8 km/h,89%
2025-05-07 02:01:50.698102+0700,Đà Nẵng,74,1.8 km/h,89%
2025-05-07 03:01:57.441973+0700,Đà Nẵng,83,7.4 km/h,89%
