timestamp,city,aqi,wind_speed,humidity
2025-05-11 18:01:38.663621+0700,Hồ Chí Minh,53,18.5 km/h,71%
2025-05-11 19:01:52.519530+0700,Hồ Chí Minh,44,14.8 km/h,71%
2025-05-11 20:06:37.677386+0700,Hồ Chí Minh,53,29.6 km/h,76%
2025-05-11 21:01:38.763056+0700,Hồ Chí Minh,55,29.6 km/h,76%
2025-05-11 22:01:40.102607+0700,Hồ Chí Minh,55,5.5 km/h,75%
2025-05-11 23:01:43.807189+0700,Hồ Chí Minh,58,16.7 km/h,77%
2025-05-12 00:01:40.904920+0700,Hồ Chí Minh,54,11.1 km/h,77%
2025-05-12 01:01:45.256378+0700,Hồ Chí Minh,56,3.7 km/h,79%
2025-05-12 02:01:28.434841+0700,Hồ Chí Minh,65,3.7 km/h,79%
2025-05-12 03:01:38.526219+0700,Hồ Chí Minh,67,3.7 km/h,77%
2025-05-12 04:01:41.332617+0700,Hồ Chí Minh,66,0.0 km/h,76%
2025-05-12 05:01:34.522851+0700,Hồ Chí Minh,71,3.7 km/h,78%
2025-05-12 06:01:40.504743+0700,Hồ Chí Minh,69,5.5 km/h,77%
2025-05-12 07:05:26.258244+0700,Hồ Chí Minh,73,3.7 km/h,74%
2025-05-12 08:29:29.215144+0700,Hồ Chí Minh,66,5.5 km/h,73%
2025-05-12 09:31:08.505764+0700,Hồ Chí Minh,56,5.5 km/h,70%
2025-05-12 10:20:28.720736+0700,Hồ Chí Minh,47,6.4 km/h,68%
2025-05-12 11:03:50.941880+0700,Hồ Chí Minh,47,4.8 km/h,66%
2025-05-12 12:01:55.228025+0700,Hồ Chí Minh,41,7.4 km/h,64%
2025-05-12 13:02:24.907842+0700,Hồ Chí Minh,36,9.2 km/h,59%
2025-05-12 14:01:57.793940+0700,Hồ Chí Minh,25,9.2 km/h,59%
2025-05-12 15:01:49.924601+0700,Hồ Chí Minh,33,9.2 km/h,65%
2025-05-12 16:01:54.285146+0700,Hồ Chí Minh,39,14.8 km/h,100%
2025-05-12 17:01:44.661040+0700,Hồ Chí Minh,33,7.4 km/h,89%
2025-05-12 18:01:47.449359+0700,Hồ Chí Minh,38,7.4 km/h,89%
2025-05-12 19:02:20.249316+0700,Hồ Chí Minh,49,3.2 km/h,79%
2025-05-12 20:10:53.610133+0700,Hồ Chí Minh,54,6.4 km/h,77%
2025-05-12 21:01:59.461075+0700,Hồ Chí Minh,55,3.2 km/h,77%
2025-05-12 22:01:44.213200+0700,Hồ Chí Minh,56,9.7 km/h,78%
2025-05-12 23:01:58.449155+0700,Hồ Chí Minh,53,3.2 km/h,78%
2025-05-13 00:01:52.018555+0700,Hồ Chí Minh,55,3.2 km/h,78%
2025-05-13 01:01:57.252677+0700,Hồ Chí Minh,56,7.9 km/h,80%
2025-05-13 02:01:41.573810+0700,Hồ Chí Minh,56,7.9 km/h,80%
2025-05-13 03:01:44.187988+0700,Hồ Chí Minh,60,3.2 km/h,81%
2025-05-13 04:01:43.422879+0700,Hồ Chí Minh,66,1.6 km/h,82%
2025-05-13 05:01:46.670510+0700,Hồ Chí Minh,69,6.4 km/h,81%
2025-05-13 06:01:43.966758+0700,Hồ Chí Minh,75,1.6 km/h,80%
2025-05-13 07:05:11.009969+0700,Hồ Chí Minh,82,1.6 km/h,79%
2025-05-13 08:29:15.913725+0700,Hồ Chí Minh,82,3.2 km/h,75%
2025-05-13 09:30:53.571270+0700,Hồ Chí Minh,64,6.4 km/h,72%
2025-05-13 10:19:31.320835+0700,Hồ Chí Minh,69,1.6 km/h,70%
2025-05-13 11:02:54.199091+0700,Hồ Chí Minh,69,8.0 km/h,68%
2025-05-13 12:01:51.042332+0700,Hồ Chí Minh,64,3.2 km/h,61%
2025-05-13 13:01:56.078985+0700,Hồ Chí Minh,54,11.7 km/h,60%
2025-05-13 14:01:50.972477+0700,Hồ Chí Minh,52,8.0 km/h,63%
2025-05-13 15:01:56.810350+0700,Hồ Chí Minh,44,1.6 km/h,62%
2025-05-13 16:01:48.327412+0700,Hồ Chí Minh,39,8.0 km/h,67%
2025-05-13 17:02:02.375557+0700,Hồ Chí Minh,39,8.0 km/h,67%
2025-05-13 18:01:48.017629+0700,Hồ Chí Minh,33,1.6 km/h,70%
2025-05-13 19:02:11.653124+0700,Hồ Chí Minh,39,9.7 km/h,74%
2025-05-13 20:11:09.401215+0700,Hồ Chí Minh,31,8.0 km/h,74%
2025-05-13 21:02:04.847291+0700,Hồ Chí Minh,39,8.0 km/h,74%
2025-05-13 22:02:04.442662+0700,Hồ Chí Minh,36,4.8 km/h,83%
2025-05-13 23:01:49.169802+0700,Hồ Chí Minh,52,3.2 km/h,86%
2025-05-14 00:01:50.707739+0700,Hồ Chí Minh,57,3.2 km/h,84%
2025-05-14 01:02:20.978798+0700,Hồ Chí Minh,62,1.6 km/h,82%
2025-05-14 02:01:57.151091+0700,Hồ Chí Minh,62,3.2 km/h,83%
2025-05-14 03:01:47.448794+0700,Hồ Chí Minh,63,3.2 km/h,83%
2025-05-14 04:01:54.178596+0700,Hồ Chí Minh,52,8.5 km/h,82%
2025-05-14 05:01:51.855257+0700,Hồ Chí Minh,44,8.5 km/h,82%
2025-05-14 06:01:41.195197+0700,Hồ Chí Minh,44,3.2 km/h,82%
2025-05-14 07:04:38.843471+0700,Hồ Chí Minh,52,4.8 km/h,79%
2025-05-14 08:29:14.693248+0700,Hồ Chí Minh,60,3.2 km/h,80%
2025-05-14 09:30:32.660028+0700,Hồ Chí Minh,60,6.4 km/h,75%
2025-05-14 10:18:50.092729+0700,Hồ Chí Minh,58,6.4 km/h,72%
2025-05-14 11:02:25.239478+0700,Hồ Chí Minh,58,10.3 km/h,69%
2025-05-14 12:01:45.072986+0700,Hồ Chí Minh,56,10.9 km/h,66%
2025-05-14 13:02:13.212560+0700,Hồ Chí Minh,62,3.2 km/h,65%
2025-05-14 14:01:53.871121+0700,Hồ Chí Minh,54,3.2 km/h,65%
2025-05-14 15:01:53.222624+0700,Hồ Chí Minh,33,9.7 km/h,66%
2025-05-14 16:01:53.175651+0700,Hồ Chí Minh,28,20.9 km/h,67%
2025-05-14 17:01:53.159439+0700,Hồ Chí Minh,28,20.9 km/h,67%
2025-05-14 18:01:40.542025+0700,Hồ Chí Minh,28,16.1 km/h,68%
2025-05-14 19:02:09.863558+0700,Hồ Chí Minh,33,3.2 km/h,74%
2025-05-14 20:10:15.672764+0700,Hồ Chí Minh,44,4.8 km/h,75%
2025-05-14 21:01:49.115395+0700,Hồ Chí Minh,44,8.0 km/h,75%
2025-05-14 22:01:44.850603+0700,Hồ Chí Minh,44,8.0 km/h,75%
2025-05-14 23:01:47.169981+0700,Hồ Chí Minh,52,4.8 km/h,76%
2025-05-15 00:02:13.108837+0700,Hồ Chí Minh,60,4.8 km/h,76%
2025-05-15 01:01:59.642842+0700,Hồ Chí Minh,68,4.8 km/h,77%
2025-05-15 02:01:59.818861+0700,Hồ Chí Minh,73,3.2 km/h,78%
2025-05-15 03:02:16.477872+0700,Hồ Chí Minh,86,3.2 km/h,78%
2025-05-15 04:01:52.086942+0700,Hồ Chí Minh,86,3.2 km/h,79%
2025-05-15 05:02:16.548292+0700,Hồ Chí Minh,81,3.2 km/h,80%
2025-05-15 06:01:52.276027+0700,Hồ Chí Minh,85,1.6 km/h,80%
2025-05-15 07:04:47.093640+0700,Hồ Chí Minh,95,3.2 km/h,77%
2025-05-15 08:29:10.743576+0700,Hồ Chí Minh,99,3.2 km/h,73%
2025-05-15 09:30:19.418768+0700,Hồ Chí Minh,73,11.3 km/h,70%
2025-05-15 10:19:13.353208+0700,Hồ Chí Minh,59,3.2 km/h,64%
2025-05-15 11:02:28.060543+0700,Hồ Chí Minh,59,6.4 km/h,61%
2025-05-15 12:02:00.888740+0700,Hồ Chí Minh,49,3.2 km/h,58%
2025-05-15 13:01:59.093911+0700,Hồ Chí Minh,52,3.2 km/h,56%
2025-05-15 14:01:48.220317+0700,Hồ Chí Minh,52,3.2 km/h,56%
2025-05-15 15:02:06.109330+0700,Hồ Chí Minh,50,17.4 km/h,67%
2025-05-15 16:02:00.971061+0700,Hồ Chí Minh,39,18.8 km/h,76%
2025-05-15 17:01:50.291940+0700,Hồ Chí Minh,53,18.8 km/h,76%
2025-05-15 18:01:51.141439+0700,Hồ Chí Minh,52,6.4 km/h,76%
2025-05-15 19:02:07.555125+0700,Hồ Chí Minh,44,14.5 km/h,75%
2025-05-15 20:09:19.465562+0700,Hồ Chí Minh,33,9.7 km/h,77%
2025-05-15 21:01:55.215463+0700,Hồ Chí Minh,33,1.6 km/h,75%
2025-05-15 22:02:02.822531+0700,Hồ Chí Minh,38,1.6 km/h,77%
2025-05-15 23:02:03.883276+0700,Hồ Chí Minh,49,1.6 km/h,79%
2025-05-16 00:01:46.895332+0700,Hồ Chí Minh,56,1.6 km/h,79%
2025-05-16 01:01:56.805576+0700,Hồ Chí Minh,66,8.0 km/h,81%
2025-05-16 02:01:49.926856+0700,Hồ Chí Minh,84,7.9 km/h,81%
2025-05-16 03:02:05.538666+0700,Hồ Chí Minh,105,1.6 km/h,84%
2025-05-16 05:01:53.733558+0700,Hồ Chí Minh,109,3.2 km/h,84%
2025-05-16 06:01:53.392616+0700,Hồ Chí Minh,97,8.0 km/h,84%
2025-05-16 07:05:00.113306+0700,Hồ Chí Minh,102,4.8 km/h,80%
2025-05-16 08:29:21.782230+0700,Hồ Chí Minh,101,3.2 km/h,75%
2025-05-16 09:30:49.316676+0700,Hồ Chí Minh,69,6.4 km/h,70%
2025-05-16 10:20:01.427982+0700,Hồ Chí Minh,62,4.8 km/h,68%
2025-05-16 11:03:21.500151+0700,Hồ Chí Minh,62,3.2 km/h,66%
2025-05-16 12:01:49.641277+0700,Hồ Chí Minh,66,3.2 km/h,64%
2025-05-16 13:01:55.876944+0700,Hồ Chí Minh,56,9.7 km/h,57%
2025-05-16 14:01:52.448353+0700,Hồ Chí Minh,55,9.7 km/h,65%
2025-05-16 15:01:59.712731+0700,Hồ Chí Minh,54,4.8 km/h,68%
2025-05-16 16:01:45.207350+0700,Hồ Chí Minh,50,9.7 km/h,67%
2025-05-16 17:01:54.994486+0700,Hồ Chí Minh,44,22.7 km/h,73%
2025-05-16 18:02:36.910243+0700,Hồ Chí Minh,49,16.1 km/h,72%
2025-05-16 19:02:19.884664+0700,Hồ Chí Minh,52,6.4 km/h,75%
2025-05-16 20:09:52.663101+0700,Hồ Chí Minh,44,1.6 km/h,75%
2025-05-16 21:01:52.830091+0700,Hồ Chí Minh,49,1.6 km/h,75%
2025-05-16 22:01:50.938842+0700,Hồ Chí Minh,58,11.3 km/h,74%
2025-05-16 23:01:45.788741+0700,Hồ Chí Minh,62,9.7 km/h,74%
2025-05-17 00:01:34.792544+0700,Hồ Chí Minh,64,9.7 km/h,74%
2025-05-17 01:02:03.914455+0700,Hồ Chí Minh,66,3.2 km/h,78%
2025-05-17 02:01:39.447714+0700,Hồ Chí Minh,65,3.2 km/h,78%
2025-05-17 03:02:07.305760+0700,Hồ Chí Minh,66,3.2 km/h,83%
2025-05-17 04:01:38.400311+0700,Hồ Chí Minh,75,3.2 km/h,83%
2025-05-17 05:01:33.251649+0700,Hồ Chí Minh,92,3.2 km/h,85%
2025-05-17 06:01:43.264548+0700,Hồ Chí Minh,139,1.6 km/h,84%
2025-05-17 07:04:47.003021+0700,Hồ Chí Minh,155,6.4 km/h,81%
2025-05-17 08:29:19.067972+0700,Hồ Chí Minh,152,4.8 km/h,78%
2025-05-17 09:29:42.005938+0700,Hồ Chí Minh,112,3.2 km/h,72%
2025-05-17 10:17:41.047830+0700,Hồ Chí Minh,101,1.6 km/h,68%
2025-05-17 11:01:52.273333+0700,Hồ Chí Minh,101,10.8 km/h,67%
2025-05-17 12:01:45.370792+0700,Hồ Chí Minh,58,10.8 km/h,67%
2025-05-17 13:01:49.731964+0700,Hồ Chí Minh,53,7.7 km/h,52%
2025-05-17 14:01:40.291402+0700,Hồ Chí Minh,44,7.7 km/h,52%
2025-05-17 15:02:02.184439+0700,Hồ Chí Minh,56,4.8 km/h,68%
2025-05-17 16:01:44.033437+0700,Hồ Chí Minh,58,16.1 km/h,70%
2025-05-17 17:01:57.437035+0700,Hồ Chí Minh,62,20.6 km/h,70%
2025-05-17 18:01:35.397311+0700,Hồ Chí Minh,66,20.6 km/h,70%
2025-05-17 19:02:04.029661+0700,Hồ Chí Minh,66,6.4 km/h,75%
2025-05-17 20:06:59.686153+0700,Hồ Chí Minh,78,3.2 km/h,76%
2025-05-17 21:01:42.849157+0700,Hồ Chí Minh,75,3.2 km/h,76%
2025-05-17 22:01:40.302161+0700,Hồ Chí Minh,80,9.7 km/h,77%
2025-05-17 23:02:04.242311+0700,Hồ Chí Minh,77,4.8 km/h,71%
2025-05-18 00:01:39.055525+0700,Hồ Chí Minh,67,4.8 km/h,71%
2025-05-18 01:01:51.672004+0700,Hồ Chí Minh,58,1.6 km/h,74%
2025-05-18 02:01:45.443344+0700,Hồ Chí Minh,55,1.6 km/h,74%
2025-05-18 03:01:54.351447+0700,Hồ Chí Minh,55,9.7 km/h,74%
2025-05-18 04:01:39.588094+0700,Hồ Chí Minh,53,4.8 km/h,74%
2025-05-18 05:01:39.188592+0700,Hồ Chí Minh,52,1.6 km/h,75%
2025-05-18 06:01:40.725595+0700,Hồ Chí Minh,62,3.2 km/h,77%
2025-05-18 07:05:33.971414+0700,Hồ Chí Minh,81,4.8 km/h,76%
2025-05-18 08:29:35.478025+0700,Hồ Chí Minh,80,6.4 km/h,72%
2025-05-18 09:32:43.211748+0700,Hồ Chí Minh,67,11.3 km/h,68%
2025-05-18 10:22:50.203430+0700,Hồ Chí Minh,64,4.8 km/h,65%
2025-05-18 11:05:32.128360+0700,Hồ Chí Minh,64,3.2 km/h,65%
2025-05-18 12:01:53.911433+0700,Hồ Chí Minh,62,3.2 km/h,65%
2025-05-18 13:01:58.672375+0700,Hồ Chí Minh,56,9.7 km/h,57%
2025-05-18 14:01:32.849349+0700,Hồ Chí Minh,50,9.7 km/h,57%
2025-05-18 15:01:54.596156+0700,Hồ Chí Minh,39,9.7 km/h,66%
2025-05-18 16:01:35.790730+0700,Hồ Chí Minh,33,9.7 km/h,64%
2025-05-18 17:01:45.390358+0700,Hồ Chí Minh,28,20.9 km/h,68%
2025-05-18 18:01:35.688575+0700,Hồ Chí Minh,33,17.7 km/h,69%
2025-05-18 19:02:06.333558+0700,Hồ Chí Minh,44,6.4 km/h,75%
2025-05-18 20:07:16.429697+0700,Hồ Chí Minh,53,9.7 km/h,76%
2025-05-18 21:01:35.176163+0700,Hồ Chí Minh,53,9.7 km/h,76%
2025-05-18 22:01:37.964320+0700,Hồ Chí Minh,50,9.7 km/h,75%
2025-05-18 23:01:36.345938+0700,Hồ Chí Minh,49,9.7 km/h,76%
2025-05-19 00:01:37.472639+0700,Hồ Chí Minh,50,12.9 km/h,77%
2025-05-19 01:01:55.482612+0700,Hồ Chí Minh,49,13.0 km/h,80%
2025-05-19 02:01:48.331024+0700,Hồ Chí Minh,49,13.0 km/h,80%
2025-05-19 03:01:49.831108+0700,Hồ Chí Minh,52,8.0 km/h,79%
2025-05-19 04:01:44.057603+0700,Hồ Chí Minh,49,8.0 km/h,79%
2025-05-19 05:01:41.807224+0700,Hồ Chí Minh,44,4.8 km/h,79%
2025-05-19 06:01:37.369478+0700,Hồ Chí Minh,44,11.3 km/h,80%
2025-05-19 07:05:30.085728+0700,Hồ Chí Minh,44,11.1 km/h,76%
2025-05-19 08:29:31.966111+0700,Hồ Chí Minh,60,16.7 km/h,72%
2025-05-19 09:32:18.769200+0700,Hồ Chí Minh,50,18.5 km/h,70%
2025-05-19 10:23:24.747778+0700,Hồ Chí Minh,47,16.7 km/h,66%
2025-05-19 11:06:27.997084+0700,Hồ Chí Minh,33,14.8 km/h,65%
2025-05-19 12:01:54.391888+0700,Hồ Chí Minh,38,14.8 km/h,65%
2025-05-19 13:02:10.918556+0700,Hồ Chí Minh,30,24.1 km/h,63%
2025-05-19 14:01:57.506767+0700,Hồ Chí Minh,22,24.1 km/h,63%
2025-05-19 15:02:00.008751+0700,Hồ Chí Minh,28,11.3 km/h,68%
2025-05-19 16:02:20.613488+0700,Hồ Chí Minh,28,18.5 km/h,70%
2025-05-19 17:01:55.948684+0700,Hồ Chí Minh,22,18.5 km/h,66%
2025-05-19 18:01:47.909730+0700,Hồ Chí Minh,22,18.5 km/h,66%
2025-05-19 19:02:05.755152+0700,Hồ Chí Minh,22,14.8 km/h,70%
2025-05-19 20:10:59.646121+0700,Hồ Chí Minh,22,4.8 km/h,73%
2025-05-19 21:01:47.424489+0700,Hồ Chí Minh,22,4.8 km/h,73%
2025-05-19 22:01:44.053167+0700,Hồ Chí Minh,22,3.2 km/h,76%
2025-05-19 23:01:53.950351+0700,Hồ Chí Minh,33,6.4 km/h,77%
2025-05-20 00:01:53.940713+0700,Hồ Chí Minh,56,6.4 km/h,77%
2025-05-20 01:02:01.124757+0700,Hồ Chí Minh,65,8.0 km/h,80%
2025-05-20 02:01:52.611011+0700,Hồ Chí Minh,63,8.0 km/h,80%
2025-05-20 03:01:53.040385+0700,Hồ Chí Minh,66,4.8 km/h,80%
2025-05-20 04:01:45.430291+0700,Hồ Chí Minh,69,4.8 km/h,80%
2025-05-20 05:01:49.809719+0700,Hồ Chí Minh,71,4.8 km/h,80%
2025-05-20 06:01:52.117740+0700,Hồ Chí Minh,66,1.6 km/h,79%
2025-05-20 07:04:46.197275+0700,Hồ Chí Minh,69,3.2 km/h,77%
2025-05-20 08:29:22.444052+0700,Hồ Chí Minh,64,3.2 km/h,80%
2025-05-20 09:31:13.406440+0700,Hồ Chí Minh,53,3.2 km/h,77%
2025-05-20 10:19:40.864939+0700,Hồ Chí Minh,55,1.6 km/h,72%
2025-05-20 11:02:50.670207+0700,Hồ Chí Minh,55,6.4 km/h,73%
2025-05-20 12:01:45.834891+0700,Hồ Chí Minh,52,6.4 km/h,73%
2025-05-20 13:02:01.943958+0700,Hồ Chí Minh,28,6.4 km/h,73%
2025-05-20 14:01:53.831222+0700,Hồ Chí Minh,19,8.0 km/h,66%
2025-05-20 15:02:03.642048+0700,Hồ Chí Minh,36,14.2 km/h,71%
2025-05-20 16:02:07.937300+0700,Hồ Chí Minh,59,3.2 km/h,72%
2025-05-20 17:01:53.564024+0700,Hồ Chí Minh,36,3.2 km/h,72%
2025-05-20 18:01:41.398937+0700,Hồ Chí Minh,36,4.8 km/h,74%
2025-05-20 19:02:19.187118+0700,Hồ Chí Minh,54,4.8 km/h,73%
2025-05-20 20:11:17.134278+0700,Hồ Chí Minh,64,3.2 km/h,74%
2025-05-20 21:01:54.071242+0700,Hồ Chí Minh,64,3.2 km/h,75%
2025-05-20 22:01:51.959453+0700,Hồ Chí Minh,73,3.2 km/h,76%
2025-05-20 23:01:55.447086+0700,Hồ Chí Minh,71,3.2 km/h,77%
2025-05-21 00:01:49.307308+0700,Hồ Chí Minh,75,8.7 km/h,78%
2025-05-21 01:01:51.795086+0700,Hồ Chí Minh,73,5.5 km/h,79%
2025-05-21 02:01:45.454771+0700,Hồ Chí Minh,66,5.5 km/h,79%
2025-05-21 03:01:43.982224+0700,Hồ Chí Minh,56,9.2 km/h,80%
2025-05-21 04:01:56.260378+0700,Hồ Chí Minh,64,9.2 km/h,80%
2025-05-21 05:01:45.318952+0700,Hồ Chí Minh,88,6.4 km/h,84%
2025-05-21 06:01:50.812251+0700,Hồ Chí Minh,142,1.8 km/h,84%
2025-05-21 07:04:56.531672+0700,Hồ Chí Minh,153,1.8 km/h,81%
2025-05-21 08:29:22.111916+0700,Hồ Chí Minh,162,3.7 km/h,76%
2025-05-21 09:30:57.331147+0700,Hồ Chí Minh,155,3.7 km/h,74%
2025-05-21 10:19:27.499475+0700,Hồ Chí Minh,86,5.5 km/h,70%
2025-05-21 11:02:55.823087+0700,Hồ Chí Minh,86,3.7 km/h,67%
2025-05-21 12:01:40.351398+0700,Hồ Chí Minh,77,3.7 km/h,67%
2025-05-21 13:01:58.988276+0700,Hồ Chí Minh,66,7.4 km/h,62%
2025-05-21 14:01:52.223539+0700,Hồ Chí Minh,64,7.4 km/h,62%
2025-05-21 15:02:05.051787+0700,Hồ Chí Minh,80,14.8 km/h,94%
2025-05-21 16:01:58.948651+0700,Hồ Chí Minh,94,8.0 km/h,66%
2025-05-21 17:01:44.319213+0700,Hồ Chí Minh,80,16.7 km/h,66%
2025-05-21 18:01:53.217628+0700,Hồ Chí Minh,64,16.7 km/h,66%
2025-05-21 19:02:12.025740+0700,Hồ Chí Minh,64,5.5 km/h,89%
2025-05-21 20:10:38.112311+0700,Hồ Chí Minh,69,9.2 km/h,94%
2025-05-21 21:01:58.040748+0700,Hồ Chí Minh,72,3.7 km/h,94%
2025-05-21 22:01:58.651383+0700,Hồ Chí Minh,75,3.7 km/h,85%
2025-05-21 23:01:56.255048+0700,Hồ Chí Minh,69,5.5 km/h,86%
2025-05-22 00:01:42.532562+0700,Hồ Chí Minh,69,7.4 km/h,86%
2025-05-22 01:01:54.704934+0700,Hồ Chí Minh,73,3.7 km/h,86%
2025-05-22 02:01:34.417346+0700,Hồ Chí Minh,77,3.7 km/h,86%
2025-05-22 03:01:47.681073+0700,Hồ Chí Minh,88,6.4 km/h,87%
2025-05-22 04:01:57.205757+0700,Hồ Chí Minh,103,6.4 km/h,87%
2025-05-22 05:01:39.423588+0700,Hồ Chí Minh,124,3.7 km/h,86%
2025-05-22 06:01:36.279347+0700,Hồ Chí Minh,129,5.5 km/h,87%
2025-05-22 07:05:01.304036+0700,Hồ Chí Minh,134,5.5 km/h,86%
2025-05-22 08:29:18.150795+0700,Hồ Chí Minh,144,9.2 km/h,82%
2025-05-22 09:30:53.870330+0700,Hồ Chí Minh,110,8.0 km/h,77%
2025-05-22 10:19:42.839921+0700,Hồ Chí Minh,96,5.5 km/h,72%
2025-05-22 11:03:33.980940+0700,Hồ Chí Minh,96,3.7 km/h,70%
2025-05-22 12:01:43.543367+0700,Hồ Chí Minh,87,7.4 km/h,70%
2025-05-22 13:02:13.025011+0700,Hồ Chí Minh,96,11.1 km/h,62%
2025-05-22 14:02:14.473113+0700,Hồ Chí Minh,88,7.4 km/h,78%
2025-05-22 15:01:52.632649+0700,Hồ Chí Minh,81,3.7 km/h,78%
2025-05-22 16:02:04.115006+0700,Hồ Chí Minh,84,13.0 km/h,89%
2025-05-22 17:01:57.390434+0700,Hồ Chí Minh,75,18.5 km/h,94%
2025-05-22 18:01:42.796269+0700,Hồ Chí Minh,66,22.2 km/h,89%
2025-05-22 19:02:09.711280+0700,Hồ Chí Minh,60,7.4 km/h,77%
2025-05-22 20:10:40.519648+0700,Hồ Chí Minh,64,9.2 km/h,82%
2025-05-22 21:01:44.816371+0700,Hồ Chí Minh,64,9.2 km/h,82%
2025-05-22 22:01:48.796324+0700,Hồ Chí Minh,81,7.4 km/h,79%
2025-05-22 23:01:58.028150+0700,Hồ Chí Minh,62,5.5 km/h,80%
2025-05-23 00:01:55.554605+0700,Hồ Chí Minh,54,5.5 km/h,80%
2025-05-23 01:02:16.216438+0700,Hồ Chí Minh,56,7.4 km/h,86%
2025-05-23 02:01:38.368717+0700,Hồ Chí Minh,68,7.4 km/h,86%
2025-05-23 03:01:48.611813+0700,Hồ Chí Minh,71,3.7 km/h,86%
2025-05-23 04:01:56.635049+0700,Hồ Chí Minh,71,3.7 km/h,86%
2025-05-23 05:02:13.503545+0700,Hồ Chí Minh,77,4.8 km/h,86%
2025-05-23 06:01:41.564545+0700,Hồ Chí Minh,84,4.8 km/h,86%
2025-05-23 07:04:47.109306+0700,Hồ Chí Minh,90,5.5 km/h,83%
2025-05-23 08:29:21.696901+0700,Hồ Chí Minh,96,9.7 km/h,78%
2025-05-23 09:30:59.511798+0700,Hồ Chí Minh,97,7.4 km/h,76%
2025-05-23 10:19:22.147831+0700,Hồ Chí Minh,76,9.2 km/h,72%
2025-05-23 11:02:29.671128+0700,Hồ Chí Minh,76,11.1 km/h,70%
2025-05-23 12:01:56.595507+0700,Hồ Chí Minh,64,11.1 km/h,70%
2025-05-23 13:01:50.318279+0700,Hồ Chí Minh,56,8.0 km/h,69%
2025-05-23 14:02:05.285744+0700,Hồ Chí Minh,54,8.0 km/h,69%
2025-05-23 15:01:51.914011+0700,Hồ Chí Minh,55,16.7 km/h,94%
2025-05-23 16:01:55.944793+0700,Hồ Chí Minh,53,16.7 km/h,94%
2025-05-23 17:02:01.930913+0700,Hồ Chí Minh,50,13.0 km/h,82%
2025-05-23 18:01:40.435124+0700,Hồ Chí Minh,55,13.0 km/h,82%
2025-05-23 19:02:09.449251+0700,Hồ Chí Minh,54,14.8 km/h,82%
2025-05-23 20:09:43.942524+0700,Hồ Chí Minh,52,11.1 km/h,82%
2025-05-23 21:01:51.224968+0700,Hồ Chí Minh,53,9.2 km/h,82%
2025-05-23 22:01:56.580965+0700,Hồ Chí Minh,50,3.7 km/h,81%
2025-05-23 23:01:47.483621+0700,Hồ Chí Minh,52,3.7 km/h,81%
2025-05-24 00:01:44.970026+0700,Hồ Chí Minh,55,3.7 km/h,82%
2025-05-24 01:01:44.938345+0700,Hồ Chí Minh,58,5.5 km/h,82%
2025-05-24 02:01:39.246898+0700,Hồ Chí Minh,60,5.5 km/h,82%
2025-05-24 03:02:02.842990+0700,Hồ Chí Minh,58,3.7 km/h,82%
2025-05-24 04:01:53.721355+0700,Hồ Chí Minh,55,3.7 km/h,83%
2025-05-24 05:01:38.748795+0700,Hồ Chí Minh,56,3.7 km/h,83%
2025-05-24 06:01:51.693775+0700,Hồ Chí Minh,66,5.3 km/h,84%
2025-05-24 07:04:37.004490+0700,Hồ Chí Minh,68,7.4 km/h,81%
2025-05-24 08:29:06.614715+0700,Hồ Chí Minh,60,5.5 km/h,75%
2025-05-24 09:29:29.552554+0700,Hồ Chí Minh,56,5.5 km/h,72%
2025-05-24 10:17:18.657500+0700,Hồ Chí Minh,60,3.7 km/h,70%
2025-05-24 11:01:51.233728+0700,Hồ Chí Minh,60,9.2 km/h,69%
2025-05-24 12:01:54.184631+0700,Hồ Chí Minh,55,14.8 km/h,74%
2025-05-24 13:01:56.102595+0700,Hồ Chí Minh,44,18.5 km/h,100%
2025-05-24 14:01:50.167523+0700,Hồ Chí Minh,33,18.5 km/h,100%
2025-05-24 15:01:53.275866+0700,Hồ Chí Minh,36,16.7 km/h,94%
2025-05-24 16:01:40.837971+0700,Hồ Chí Minh,33,7.4 km/h,94%
2025-05-24 17:01:45.893241+0700,Hồ Chí Minh,39,9.2 km/h,94%
2025-05-24 18:01:36.931591+0700,Hồ Chí Minh,44,9.2 km/h,89%
2025-05-24 19:01:59.708389+0700,Hồ Chí Minh,39,5.5 km/h,81%
2025-05-24 20:08:06.551956+0700,Hồ Chí Minh,56,7.4 km/h,82%
2025-05-24 21:01:43.898984+0700,Hồ Chí Minh,61,7.4 km/h,82%
2025-05-24 22:01:43.412403+0700,Hồ Chí Minh,56,5.5 km/h,82%
2025-05-24 23:01:40.396123+0700,Hồ Chí Minh,64,5.5 km/h,81%
2025-05-25 00:01:47.792504+0700,Hồ Chí Minh,66,5.5 km/h,81%
2025-05-25 01:01:52.123288+0700,Hồ Chí Minh,69,3.7 km/h,84%
2025-05-25 02:01:31.436265+0700,Hồ Chí Minh,71,3.7 km/h,84%
2025-05-25 03:01:48.817886+0700,Hồ Chí Minh,76,9.2 km/h,86%
2025-05-25 04:01:37.329995+0700,Hồ Chí Minh,72,7.4 km/h,86%
2025-05-25 05:01:36.239334+0700,Hồ Chí Minh,69,7.4 km/h,86%
2025-05-25 06:01:41.311338+0700,Hồ Chí Minh,81,5.5 km/h,85%
2025-05-25 07:05:24.128466+0700,Hồ Chí Minh,71,7.4 km/h,78%
